# Program:featureCounts v1.6.2; Command:"/work/02238/strader/lonestar/subread-1.6.2-source/bin/featureCounts" "-T" "5" "-M" "-O" "-a" "/scratch/02238/strader/Spurp/genome/Strongylocentrotus_purpuratus.Spur_3.1.39_pro.gtf" "-t" "gene" "-g" "gene_id" "-o" "MEDIP_proCounts_10July2018.txt" "BB1_BL__cleaned_Sorted_dupsRemoved.bam" "BB1_G__cleaned_Sorted_dupsRemoved.bam" "BB1_PR__cleaned_Sorted_dupsRemoved.bam" "BB2_BL__cleaned_Sorted_dupsRemoved.bam" "BB2_G__cleaned_Sorted_dupsRemoved.bam" "BB2_PR__cleaned_Sorted_dupsRemoved.bam" "BB3_BL__cleaned_Sorted_dupsRemoved.bam" "BB3_G__cleaned_Sorted_dupsRemoved.bam" "BB3_PR__cleaned_Sorted_dupsRemoved.bam" "BR1_BL__cleaned_Sorted_dupsRemoved.bam" "BR1_G__cleaned_Sorted_dupsRemoved.bam" "BR1_PR__cleaned_Sorted_dupsRemoved.bam" "BR2_BL__cleaned_Sorted_dupsRemoved.bam" "BR2_PR__cleaned_Sorted_dupsRemoved.bam" "BR3_BL__cleaned_Sorted_dupsRemoved.bam" "BR3_G__cleaned_Sorted_dupsRemoved.bam" "BR3_PR__cleaned_Sorted_dupsRemoved.bam" "RB1_BL__cleaned_Sorted_dupsRemoved.bam" "RB1_G__cleaned_Sorted_dupsRemoved.bam" "RB1_PR__cleaned_Sorted_dupsRemoved.bam" "RB2_BL__cleaned_Sorted_dupsRemoved.bam" "RB2_G__cleaned_Sorted_dupsRemoved.bam" "RB2_PR__cleaned_Sorted_dupsRemoved.bam" "RB3_BL__cleaned_Sorted_dupsRemoved.bam" "RB3_G__cleaned_Sorted_dupsRemoved.bam" "RB3_PR__cleaned_Sorted_dupsRemoved.bam" "RR1_BL__cleaned_Sorted_dupsRemoved.bam" "RR1_G__cleaned_Sorted_dupsRemoved.bam" "RR1_PR__cleaned_Sorted_dupsRemoved.bam" "RR2_BL__cleaned_Sorted_dupsRemoved.bam" "RR2_G__cleaned_Sorted_dupsRemoved.bam" "RR2_PR__cleaned_Sorted_dupsRemoved.bam" "RR3_BL__cleaned_Sorted_dupsRemoved.bam" "RR3_G__cleaned_Sorted_dupsRemoved.bam" "RR3_PR__cleaned_Sorted_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	BB1_BL__cleaned_Sorted_dupsRemoved.bam	BB1_G__cleaned_Sorted_dupsRemoved.bam	BB1_PR__cleaned_Sorted_dupsRemoved.bam	BB2_BL__cleaned_Sorted_dupsRemoved.bam	BB2_G__cleaned_Sorted_dupsRemoved.bam	BB2_PR__cleaned_Sorted_dupsRemoved.bam	BB3_BL__cleaned_Sorted_dupsRemoved.bam	BB3_G__cleaned_Sorted_dupsRemoved.bam	BB3_PR__cleaned_Sorted_dupsRemoved.bam	BR1_BL__cleaned_Sorted_dupsRemoved.bam	BR1_G__cleaned_Sorted_dupsRemoved.bam	BR1_PR__cleaned_Sorted_dupsRemoved.bam	BR2_BL__cleaned_Sorted_dupsRemoved.bam	BR2_PR__cleaned_Sorted_dupsRemoved.bam	BR3_BL__cleaned_Sorted_dupsRemoved.bam	BR3_G__cleaned_Sorted_dupsRemoved.bam	BR3_PR__cleaned_Sorted_dupsRemoved.bam	RB1_BL__cleaned_Sorted_dupsRemoved.bam	RB1_G__cleaned_Sorted_dupsRemoved.bam	RB1_PR__cleaned_Sorted_dupsRemoved.bam	RB2_BL__cleaned_Sorted_dupsRemoved.bam	RB2_G__cleaned_Sorted_dupsRemoved.bam	RB2_PR__cleaned_Sorted_dupsRemoved.bam	RB3_BL__cleaned_Sorted_dupsRemoved.bam	RB3_G__cleaned_Sorted_dupsRemoved.bam	RB3_PR__cleaned_Sorted_dupsRemoved.bam	RR1_BL__cleaned_Sorted_dupsRemoved.bam	RR1_G__cleaned_Sorted_dupsRemoved.bam	RR1_PR__cleaned_Sorted_dupsRemoved.bam	RR2_BL__cleaned_Sorted_dupsRemoved.bam	RR2_G__cleaned_Sorted_dupsRemoved.bam	RR2_PR__cleaned_Sorted_dupsRemoved.bam	RR3_BL__cleaned_Sorted_dupsRemoved.bam	RR3_G__cleaned_Sorted_dupsRemoved.bam	RR3_PR__cleaned_Sorted_dupsRemoved.bam
ENSRNA022743500	Scaffold712	237607	238607	+	1001	1	3	8	1	2	0	0	2	5	5	1	0	0	3	0	3	0	2	0	0	0	0	0	0	1	3	1	0	2	1	0	0	0	1	1
ENSRNA022743477	Scaffold712	238903	239903	+	1001	1	0	3	0	0	0	0	0	3	4	0	0	0	1	0	0	2	3	0	0	0	0	0	6	1	1	1	0	0	0	0	0	0	5	0
ENSRNA022743466	Scaffold712	240007	241007	+	1001	0	6	4	3	1	2	2	3	1	8	3	1	4	0	1	0	2	7	3	0	0	0	0	7	2	7	4	1	8	1	1	0	1	5	3
ENSRNA022743497	Scaffold712	241111	242111	+	1001	0	1	2	0	1	0	0	2	0	2	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	0	0	1	0
ENSRNA022743494	Scaffold712	242214	243214	+	1001	1	11	8	4	6	2	0	6	7	12	1	0	0	2	1	7	1	16	3	0	2	0	1	1	6	2	2	5	7	0	1	4	0	1	4
ENSRNA022743480	Scaffold712	243318	244318	+	1001	2	8	14	5	7	3	5	9	10	13	5	1	6	5	2	5	1	28	6	0	2	1	2	5	7	6	4	2	15	1	4	2	2	2	5
ENSRNA022743474	Scaffold712	244433	245433	+	1001	1	2	1	0	0	1	0	0	0	3	1	0	1	0	0	0	0	14	1	0	0	0	0	0	2	0	1	1	4	0	0	0	3	0	5
ENSRNA022743489	Scaffold712	245536	246536	+	1001	0	1	2	0	0	1	0	1	0	1	0	0	0	0	0	3	0	12	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	1
ENSRNA022743454	Scaffold712	246642	247642	+	1001	1	8	0	1	1	1	0	2	3	5	0	0	0	0	0	2	0	13	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	2
ENSRNA022743464	Scaffold712	247742	248742	+	1001	0	2	0	1	1	1	0	0	1	1	0	0	0	2	0	0	2	4	2	0	0	0	0	4	0	1	0	1	1	0	0	0	0	5	0
ENSRNA022743486	Scaffold712	248846	249846	+	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	2	0	1	0	0	0	2	1	2	0
ENSRNA022743470	Scaffold712	253611	254611	+	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPU_024651	Scaffold712	290148	291148	-	1001	1	2	1	0	0	1	2	1	2	6	1	1	1	2	0	2	1	4	3	0	0	0	0	3	1	1	0	1	2	0	0	0	2	1	0
SPU_016645	Scaffold712	329342	330342	-	1001	17	26	31	32	12	22	17	28	39	26	26	15	23	26	20	51	28	62	24	30	20	4	41	31	50	23	28	27	33	35	9	29	28	15	20
SPU_021610	Scaffold712	352976	353976	-	1001	38	84	66	62	66	67	59	43	73	66	86	32	60	45	67	93	58	102	82	76	52	18	53	48	68	45	68	59	48	64	35	37	60	80	50
SPU_001347	Scaffold712	360224	361224	+	1001	0	7	9	5	0	4	2	10	5	12	7	6	6	6	8	9	3	18	6	3	6	1	9	3	14	10	6	11	11	7	1	6	7	2	5
SPU_001348	Scaffold712	368058	369058	+	1001	4	14	12	8	2	6	5	15	16	10	10	8	5	0	10	10	7	15	5	10	8	1	7	5	9	7	7	11	12	6	3	10	7	3	10
SPU_001349	Scaffold712	399217	400217	-	1001	0	8	5	0	1	1	2	1	2	8	5	2	6	0	2	3	3	4	0	3	4	0	1	1	3	4	3	2	5	3	1	3	2	1	0
SPU_001646	Scaffold712	402377	403377	-	1001	1	1	1	0	0	3	2	4	3	2	1	0	0	0	0	5	2	3	4	3	4	1	2	4	2	2	5	2	7	3	0	2	4	1	0
SPU_024536	Scaffold712	403516	404516	+	1001	1	5	6	2	0	3	5	5	4	8	3	2	1	4	2	0	3	12	5	8	4	0	1	4	8	6	7	2	4	6	3	4	4	3	7
SPU_000120	Scaffold607	22356	23356	+	1001	3	14	18	8	0	0	13	9	11	17	14	2	4	6	4	3	2	21	12	3	23	4	2	12	7	6	7	9	9	16	1	3	5	4	5
SPU_026406	Scaffold607	57555	58555	+	1001	7	38	28	17	7	12	16	13	21	25	20	9	17	5	17	24	16	26	34	24	30	1	18	31	17	20	23	26	24	33	6	16	32	16	19
SPU_026407	Scaffold607	61030	62030	+	1001	28	105	83	82	38	63	39	28	58	40	41	29	57	30	49	58	46	104	67	54	36	12	52	70	45	32	53	35	28	59	38	33	55	36	35
SPU_026410	Scaffold607	82618	83618	-	1001	0	13	10	6	1	3	9	11	14	14	8	4	5	3	8	9	5	15	7	8	8	3	3	12	13	3	6	4	10	9	1	8	8	6	6
SPU_011541	Scaffold607	171819	172819	-	1001	0	2	0	0	0	0	1	0	1	5	2	1	1	0	0	0	0	15	0	0	3	3	0	0	0	2	0	3	4	2	0	0	3	2	1
SPU_011540	Scaffold607	183013	184013	-	1001	0	3	1	1	0	0	0	0	4	3	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	3	0	0	0	1	2	0
SPU_030100	Scaffold607	182056	183056	-	1001	0	4	1	2	0	0	2	6	1	4	4	0	2	2	1	1	0	7	3	0	4	0	2	1	2	7	0	2	8	3	2	1	0	1	3
SPU_030105	Scaffold607	207628	208628	-	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPU_011539	Scaffold607	215529	216529	-	1001	0	2	0	0	0	0	0	2	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	3	0	1	0	4	0	0
SPU_011538	Scaffold607	258889	259889	-	1001	43	126	94	107	38	57	81	94	95	152	105	64	81	46	76	103	86	156	96	84	121	23	84	89	111	95	93	74	85	107	21	70	95	56	78
SPU_021936	Scaffold607	380371	381371	+	1001	1	3	0	0	0	1	0	7	3	5	3	1	7	3	5	2	0	2	2	0	1	1	0	1	2	4	1	0	3	3	0	12	0	1	1
SPU_030104	Scaffold607	380767	381767	+	1001	1	1	0	0	0	4	0	1	1	2	2	0	1	2	1	0	0	1	0	0	0	0	0	0	0	2	1	2	1	1	0	0	0	1	2
SPU_027138	Scaffold607	400114	401114	-	1001	4	5	11	4	7	1	6	9	10	14	8	1	6	4	4	3	3	16	5	7	12	0	5	7	5	5	8	4	8	7	1	3	7	3	5
SPU_008379	Scaffold607	429219	430219	-	1001	0	0	1	0	5	3	1	0	1	2	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	1	1	0	0	1
SPU_002443	Scaffold324	38801	39801	-	1001	17	21	12	14	17	9	7	6	16	11	12	8	8	5	11	3	6	20	15	6	13	2	11	7	15	8	11	11	13	19	6	8	9	7	11
SPU_011892	Scaffold324	65168	66168	-	1001	0	3	3	2	0	2	0	1	1	4	2	0	2	1	0	1	0	4	1	0	2	1	1	2	0	1	0	2	4	3	2	1	3	3	1
SPU_025535	Scaffold324	119363	120363	-	1001	2	11	15	4	2	1	3	12	8	16	5	2	5	5	3	5	7	6	3	3	6	0	3	5	1	7	5	6	12	4	0	4	4	4	6
SPU_025534	Scaffold324	131477	132477	-	1001	9	17	12	15	3	5	6	9	18	20	15	9	8	9	8	7	12	17	12	6	10	3	7	12	5	5	14	5	7	13	6	7	9	3	7
SPU_025533	Scaffold324	150391	151391	-	1001	0	2	0	1	0	1	2	0	1	3	1	0	1	0	0	2	0	1	1	1	1	0	0	0	0	1	2	0	2	0	0	0	2	0	1
ENSRNA022743505	Scaffold324	163664	164664	-	1001	0	1	3	0	0	0	1	1	4	0	1	0	0	2	0	0	0	0	0	0	1	0	0	2	0	1	1	1	0	1	1	0	0	0	1
SPU_025532	Scaffold324	163608	164608	+	1001	0	1	3	0	0	0	1	1	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	2	0	1	1	1	0	1	1	0	0	0	1
SPU_020839	Scaffold324	185917	186917	+	1001	0	2	0	1	1	0	0	1	1	2	0	1	0	0	0	1	0	3	2	0	2	0	0	0	4	1	2	2	2	2	0	0	1	2	1
SPU_008608	Scaffold324	193293	194293	+	1001	0	2	2	1	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	1	0	2	1	0	0	0	0	0
SPU_008609	Scaffold324	201248	202248	+	1001	0	7	3	2	0	5	1	4	2	6	6	1	2	2	5	3	2	9	3	2	6	2	3	0	1	1	2	2	4	3	2	1	1	0	2
SPU_008101	Scaffold324	289864	290864	-	1001	2	5	3	0	2	0	2	3	4	3	3	1	0	4	0	2	1	6	2	0	4	1	0	1	1	3	4	1	6	5	2	2	2	3	3
SPU_028155	Scaffold324	303073	304073	+	1001	0	5	3	2	1	1	0	1	1	4	3	0	2	1	1	1	2	9	9	2	2	0	1	0	1	3	1	0	2	1	0	1	6	2	5
SPU_028156	Scaffold324	308544	309544	+	1001	1	1	0	2	0	0	2	3	4	1	1	0	0	3	2	0	1	1	0	1	1	0	0	1	1	0	1	0	1	2	0	0	1	0	2
SPU_028157	Scaffold324	327475	328475	+	1001	0	10	6	4	0	2	0	3	7	12	3	1	4	1	1	6	4	1	1	3	2	0	0	3	2	2	2	2	4	4	0	2	0	2	6
SPU_028158	Scaffold324	343648	344648	-	1001	2	1	1	1	0	0	4	4	4	6	1	1	2	0	1	2	2	5	5	3	2	0	1	6	1	2	4	3	5	4	0	0	1	0	5
SPU_005319	Scaffold324	342582	343582	-	1001	4	10	4	7	1	2	4	4	5	5	3	1	1	1	3	2	2	6	4	7	7	2	1	4	2	8	4	2	6	3	0	0	6	0	1
SPU_021451	Scaffold324	347050	348050	+	1001	0	2	0	0	1	0	1	1	1	2	2	1	3	0	0	1	0	1	2	2	3	0	1	0	0	3	2	0	5	1	0	0	1	0	0
SPU_008984	Scaffold324	366486	367486	+	1001	4	4	9	9	2	5	3	5	7	7	9	7	6	3	9	12	11	13	5	7	5	1	7	2	8	6	7	6	6	5	2	3	11	3	4
SPU_008986	Scaffold324	404318	405318	-	1001	0	5	5	0	0	1	0	6	6	5	2	1	4	3	1	3	2	3	4	2	2	2	1	2	2	1	6	2	7	3	0	0	2	2	7
SPU_008985	Scaffold324	407614	408614	-	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPU_005807	Scaffold324	422869	423869	+	1001	733	1364	785	998	1567	1201	895	435	1094	641	1059	594	594	562	769	1068	576	1215	962	878	762	119	780	860	757	465	680	652	697	940	775	634	677	678	691
SPU_005808	Scaffold324	425931	426931	+	1001	3	21	14	7	1	1	7	15	11	21	13	1	11	6	6	2	4	25	12	10	13	3	5	7	6	5	16	4	12	9	0	7	10	5	3
SPU_024279	Scaffold324	449305	450305	+	1001	137	115	176	77	26	54	63	189	150	215	208	49	79	95	106	228	86	162	94	88	119	27	157	100	135	111	137	79	203	148	17	121	94	79	103
SPU_016769	Scaffold284	93823	94823	-	1001	2	5	4	3	2	3	3	5	5	3	3	4	2	2	1	5	3	7	6	3	5	0	1	5	3	1	3	0	5	3	2	2	0	4	6
SPU_016768	Scaffold284	112156	113156	-	1001	9	38	33	31	7	14	23	32	27	37	32	17	19	22	17	21	22	59	26	28	28	6	22	21	28	31	21	24	27	22	9	20	30	8	21
SPU_003719	Scaffold284	124199	125199	-	1001	2	3	2	3	2	2	1	6	1	2	0	1	0	1	1	1	0	4	0	3	4	0	0	4	1	3	0	1	0	1	0	2	1	0	0
SPU_003720	Scaffold284	125949	126949	+	1001	24	48	49	45	12	24	31	35	53	42	38	15	32	20	25	37	37	66	28	36	28	13	36	35	40	30	23	39	38	34	13	28	31	18	29
SPU_003718	Scaffold284	147364	148364	-	1001	0	3	6	1	0	0	12	6	2	5	1	1	2	0	2	4	1	2	5	0	4	0	1	0	4	1	6	1	0	0	0	2	3	0	2
ENSRNA022743444	Scaffold284	147002	148002	+	1001	1	3	9	1	0	1	0	6	5	4	4	1	1	1	9	5	2	6	10	5	5	0	2	0	5	3	2	1	4	2	1	3	3	0	4
SPU_003717	Scaffold284	179602	180602	-	1001	12	24	17	19	11	8	11	10	19	19	20	14	6	8	13	20	13	32	18	18	4	3	21	10	13	12	16	8	9	16	12	7	11	13	14
SPU_002684	Scaffold284	212815	213815	-	1001	2	22	13	10	8	6	12	14	16	17	13	16	7	11	13	18	10	22	14	13	5	6	7	9	12	8	10	2	14	7	12	9	8	10	8
SPU_005037	Scaffold284	225407	226407	+	1001	6	12	10	15	6	9	8	12	10	10	13	4	8	11	7	11	12	21	8	16	12	2	14	12	18	12	11	8	14	12	3	13	8	3	7
SPU_007529	Scaffold284	228994	229994	+	1001	0	8	10	3	0	4	3	4	11	12	4	2	5	3	1	7	4	13	4	3	6	2	3	8	8	5	3	0	6	5	0	4	6	1	4
SPU_000212	Scaffold284	248640	249640	+	1001	15	16	11	18	13	7	13	10	17	10	9	10	9	6	6	12	10	27	12	9	8	7	15	10	15	11	13	4	7	12	4	6	13	8	5
SPU_025125	Scaffold284	286206	287206	-	1001	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SPU_024400	Scaffold284	423740	424740	-	1001	1	2	2	0	2	0	0	1	4	2	14	2	1	1	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SPU_024399	Scaffold284	430595	431595	-	1001	15	4	1	10	4	1	10	4	11	7	7	3	2	1	4	7	4	28	7	7	4	1	7	5	3	3	1	2	8	5	3	6	1	0	2
SPU_014709	Scaffold284	458668	459668	-	1001	7	10	8	12	3	13	7	5	2	5	2	7	6	2	2	6	5	4	9	11	6	1	2	11	1	1	6	2	8	8	23	3	7	4	2
SPU_012883	Scaffold430	6707	7707	+	1001	11	32	29	15	8	12	22	21	27	46	25	16	27	20	14	22	24	57	23	29	17	5	32	27	34	29	26	12	32	26	9	18	24	19	19
SPU_004208	Scaffold430	8511	9511	+	1001	5	17	17	9	4	5	5	16	13	29	18	7	7	7	8	16	9	31	7	2	14	2	12	14	15	11	10	7	15	12	2	9	12	8	10
SPU_020239	Scaffold430	23144	24144	+	1001	44	92	60	76	16	55	40	40	105	65	79	29	40	30	54	76	43	99	67	66	70	14	62	60	76	52	47	40	84	70	50	44	58	46	55
SPU_022435	Scaffold430	41011	42011	+	1001	2	8	3	1	2	4	3	4	12	7	4	3	4	4	3	14	8	7	5	5	5	1	1	5	8	5	1	7	5	3	0	2	7	1	2
SPU_005689	Scaffold430	158638	159638	-	1001	4	12	8	7	3	1	5	10	16	20	9	2	4	4	6	9	7	13	12	2	10	0	2	2	6	4	10	1	4	3	1	3	4	5	3
SPU_005688	Scaffold430	157971	158971	+	1001	2	10	7	4	2	2	2	7	12	12	10	6	3	2	9	10	6	13	10	7	3	3	3	6	10	6	8	3	5	11	1	1	4	4	3
SPU_005687	Scaffold430	162670	163670	+	1001	1	5	3	0	2	0	0	1	3	5	2	2	1	1	3	1	2	5	4	1	3	0	0	4	1	1	2	0	6	2	0	0	1	1	2
SPU_002199	Scaffold430	186878	187878	+	1001	1	4	4	5	1	0	1	6	1	4	3	1	1	1	2	4	6	6	2	3	1	1	0	5	5	2	1	4	1	0	1	4	3	1	4
SPU_026828	Scaffold430	249802	250802	+	1001	21	28	18	15	12	22	17	29	29	40	32	11	21	11	18	39	17	42	31	20	25	9	30	11	28	24	16	19	29	17	7	19	20	10	18
SPU_026830	Scaffold430	286303	287303	-	1001	7	5	1	5	1	3	1	3	1	7	4	1	3	1	2	1	1	1	5	1	1	3	0	2	0	2	3	0	1	5	1	0	0	4	3
SPU_026829	Scaffold430	289605	290605	-	1001	1	5	2	0	1	0	1	2	5	7	1	0	2	0	1	0	1	2	1	1	2	0	0	1	0	3	0	2	3	0	0	1	1	3	3
SPU_016669	Scaffold430	350490	351490	+	1001	17	46	36	35	13	12	26	28	41	43	27	21	18	22	32	28	20	27	41	28	25	5	36	31	37	34	38	21	20	26	9	22	26	9	18
SPU_012829	Scaffold430	366492	367492	+	1001	1	5	2	0	0	1	0	1	0	1	0	0	1	2	0	2	2	2	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	2
SPU_005099	Scaffold211	135	1135	+	1001	0	5	10	3	0	4	3	8	3	11	7	2	5	2	2	10	2	15	9	10	6	2	4	7	5	9	5	3	8	7	2	1	3	1	4
SPU_008069	Scaffold211	102290	103290	-	1001	0	40	23	12	37	19	9	7	21	17	15	10	13	15	13	29	17	20	20	6	9	1	10	4	15	5	3	6	13	14	14	12	11	22	17
SPU_021178	Scaffold211	222405	223405	+	1001	2	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SPU_007065	Scaffold211	229617	230617	+	1001	2	6	8	3	0	2	2	4	3	5	3	0	4	1	0	2	2	5	2	3	3	0	0	3	0	2	4	1	2	2	0	0	6	3	6
SPU_007066	Scaffold211	242103	243103	+	1001	2	2	4	1	0	0	3	1	1	5	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0	1	2	0	0	1	0	0	1	0	0
SPU_021179	Scaffold211	243388	244388	+	1001	0	2	2	0	1	0	0	1	0	0	2	1	0	0	0	3	0	0	0	0	3	1	0	2	0	0	0	0	3	0	0	0	2	0	3
SPU_010599	Scaffold211	260079	261079	+	1001	3	15	11	10	11	5	6	14	20	12	8	5	8	1	5	10	12	26	9	17	12	7	24	14	14	13	5	6	14	12	10	9	10	13	11
SPU_010600	Scaffold211	287390	288390	+	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SPU_007516	Scaffold211	308892	309892	+	1001	0	1	4	1	1	2	1	2	4	3	4	0	4	1	1	6	3	6	2	2	2	0	1	3	1	2	1	0	2	3	0	2	1	4	2
SPU_007515	Scaffold211	327506	328506	-	1001	10	20	22	14	7	11	10	15	14	17	21	10	7	9	5	14	14	18	13	18	4	1	14	12	13	12	9	11	12	10	3	10	13	4	10
SPU_024823	Scaffold211	328242	329242	-	1001	6	13	17	11	4	5	6	16	14	16	19	10	6	7	3	13	9	11	11	15	5	3	8	8	14	5	11	12	15	9	4	10	10	6	9
SPU_027206	Scaffold211	332460	333460	-	1001	2	2	2	0	0	1	1	5	3	7	4	2	3	0	3	3	5	4	7	1	1	0	3	3	7	1	2	3	3	2	1	2	1	3	2
SPU_026742	Scaffold211	384690	385690	-	1001	2	4	3	2	1	4	3	4	3	9	3	3	3	0	3	2	3	18	10	8	7	3	5	8	8	8	3	3	9	8	0	6	5	3	5
SPU_004820	Scaffold211	387357	388357	-	1001	10	44	44	24	14	29	27	24	37	44	44	30	24	19	13	37	30	64	25	32	34	8	30	38	33	29	29	22	29	33	13	31	24	21	30
SPU_016274	Scaffold211	381430	382430	-	1001	3	17	7	11	2	8	3	8	9	13	13	2	6	6	5	8	8	8	4	7	3	1	5	3	13	6	7	4	10	7	0	2	8	2	6
SPU_018514	Scaffold346	6937	7937	-	1001	12	27	16	23	14	8	14	16	20	20	18	8	18	6	18	28	20	53	17	26	24	2	5	9	23	12	15	8	15	14	6	24	8	9	21
SPU_006841	Scaffold346	47130	48130	+	1001	2	19	13	2	1	5	7	17	15	13	6	8	12	8	7	12	4	8	8	13	11	2	12	9	9	9	9	7	9	5	3	5	13	5	8
SPU_014638	Scaffold346	54186	55186	+	1001	0	5	9	1	0	1	1	4	2	5	3	2	2	2	7	5	3	7	5	4	4	1	3	2	4	4	1	5	9	3	2	3	3	0	5
SPU_014639	Scaffold346	57504	58504	+	1001	14	47	64	30	7	18	25	48	40	55	33	25	29	19	23	43	35	42	43	47	24	9	38	24	45	40	20	22	42	16	4	32	40	18	40
SPU_011981	Scaffold346	65683	66683	+	1001	1	8	2	3	1	1	1	7	5	9	2	2	2	3	5	7	3	6	4	7	2	0	4	9	4	2	7	4	5	8	3	5	6	2	4
SPU_019370	Scaffold346	110885	111885	+	1001	0	0	2	2	0	2	0	0	1	3	2	3	1	0	0	0	0	1	0	0	3	0	1	0	1	4	3	1	1	4	0	0	0	0	0
SPU_024487	Scaffold346	110885	111885	+	1001	0	0	2	2	0	2	0	0	1	3	2	3	1	0	0	0	0	1	0	0	3	0	1	0	1	4	3	1	1	4	0	0	0	0	0
SPU_004756	Scaffold346	402759	403759	-	1001	21	58	54	58	40	60	55	32	46	56	36	20	61	19	37	68	35	65	50	39	28	12	48	59	49	19	61	50	42	29	43	27	25	41	53
SPU_005531	Scaffold346	181293	182293	+	1001	2	2	3	0	0	0	1	4	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	2	0	1	4	1	1	2	1	2	3
SPU_022038	Scaffold346	201452	202452	+	1001	3	11	15	10	2	9	1	15	16	14	14	9	9	6	3	16	6	20	13	19	11	3	7	12	24	15	12	12	8	8	5	12	12	12	9
ENSRNA022744322	Scaffold346	234962	235962	-	1001	2	4	0	3	0	1	4	6	4	4	2	1	0	1	3	1	3	7	5	5	1	0	1	1	3	2	4	5	2	6	2	2	1	4	2
ENSRNA022744329	Scaffold346	242012	243012	-	1001	0	2	2	2	1	5	1	0	0	1	0	1	5	0	1	1	1	3	1	0	1	0	0	0	1	0	1	0	0	2	2	1	3	2	0
ENSRNA022744336	Scaffold346	242386	243386	-	1001	4	13	4	15	5	8	16	12	15	9	6	4	10	6	7	18	3	21	26	8	7	3	18	15	12	5	8	5	12	19	1	8	15	9	12
ENSRNA022744333	Scaffold346	242903	243903	-	1001	5	19	6	18	5	5	16	12	19	11	9	4	10	6	8	18	4	25	26	8	8	4	18	16	15	5	10	7	12	21	4	10	16	8	13
ENSRNA022744364	Scaffold346	243770	244770	+	1001	1	3	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1
ENSRNA022744360	Scaffold346	244467	245467	+	1001	0	1	0	0	0	4	0	1	0	1	0	0	0	2	0	0	0	4	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1
ENSRNA022744358	Scaffold346	245753	246753	+	1001	0	0	1	0	0	1	1	0	1	3	1	1	0	0	0	0	0	1	1	2	1	0	0	0	0	1	1	0	0	0	0	0	2	0	2
ENSRNA022744342	Scaffold346	248267	249267	-	1001	0	1	1	4	0	2	2	1	1	8	3	0	0	2	0	2	0	2	0	0	0	2	0	2	0	4	3	0	0	0	1	0	2	2	1
ENSRNA022744346	Scaffold346	248643	249643	-	1001	0	2	1	4	0	0	2	2	0	7	2	0	1	1	0	2	0	3	0	0	0	2	0	2	0	3	3	0	0	0	1	0	1	1	1
SPU_027613	Scaffold346	255334	256334	-	1001	0	4	0	1	0	0	1	2	1	4	1	0	1	1	1	2	1	3	1	0	1	2	1	0	1	0	1	1	1	1	0	0	0	0	0
ENSRNA022744352	Scaffold346	262476	263476	-	1001	0	6	2	1	0	0	0	3	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	2	0	1	0	0	2	0	1	0	2	2	4
SPU_027611	Scaffold346	268347	269347	+	1001	9	25	34	19	1	14	15	27	28	31	27	15	20	11	8	17	19	41	23	20	28	8	32	15	26	19	12	15	30	9	5	8	18	12	15
SPU_027612	Scaffold346	283641	284641	-	1001	54	99	58	78	143	70	70	45	78	58	76	35	44	38	29	102	53	100	87	82	52	15	59	68	69	66	45	58	78	49	48	65	46	53	61
